name_launch,date_utc,success,payloads,rocket,upcoming,launchpad,name_payload,mass_kg,type,orbit,customers
Galaxy 31 (23R) & 32 (17R),2022-11-08 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,Unknown,4701.5,Unknown,Unknown,Unknown
Eutelsat 10B,2022-11-15 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,Unknown,4701.5,Unknown,Unknown,Unknown
ispace Mission 1 & Rashid,2022-11-22 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,Unknown,4701.5,Unknown,Unknown,Unknown
CRS-26,2022-11-18 22:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4502f509094188566f88,Unknown,4701.5,Unknown,Unknown,Unknown
Starlink 4-37 (v1.5),2022-11-01 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,Unknown,4701.5,Unknown,Unknown,Unknown
"O3b mPower 1,2",2022-11-01 00:00:00+00:00,True,6243b788af52800c6e91926b,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,"O3b mPower 1,2",5100.0,Satellite,MEO,SES
SWOT,2022-12-05 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,Unknown,4701.5,Unknown,Unknown,Unknown
SES-18 & SES-19,2022-11-01 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,Unknown,4701.5,Unknown,Unknown,Unknown
Transporter-6,2022-12-01 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,Unknown,4701.5,Unknown,Unknown,Unknown
TTL-1,2022-12-01 00:00:00+00:00,True,63161760ffc78f3b8567071c,5e9d0d95eda69973a809d1ec,True,5e9e4502f509092b78566f87,TTL-1,4701.5,Satellite,PO,Space Development Agency
WorldView Legion 1 & 2,2022-12-01 00:00:00+00:00,True,6243b896af52800c6e91926e,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,WorldView Legion 1 & 2,4701.5,Satellite,SSO,DigitalGlobe
Viasat-3 & Arcturus,2022-12-01 00:00:00+00:00,True,Have_no_payloads,5e9d0d95eda69974db09d1ed,True,5e9e4502f509094188566f88,Unknown,4701.5,Unknown,Unknown,Unknown
O3b mPower 3.4,2022-12-01 00:00:00+00:00,True,6243b788af52800c6e91926b,5e9d0d95eda69973a809d1ec,True,5e9e4501f509094ba4566f84,"O3b mPower 1,2",5100.0,Satellite,MEO,SES
